OrderDate,Region,Platform,Genre,GameTitle,UnitsSold,Price,Revenue,Cost,Profit
20/04/2024,South America,Xbox,Puzzle,Turbo Racer,895,63.06,56438.7,15.11,42915.25
20/04/2024,Asia,PC,Action,Mech Arena,232,65.42,15177.44,29.47,8340.4
21/04/2024,North America,PS5,Simulation,Turbo Racer,218,33.18,7233.24,25.67,1637.18
21/04/2024,South America,Switch,Adventure,Mech Arena,971,46.46,45112.66,37.46,8739
21/04/2024,Asia,PS5,Sports,Mech Arena,94,62.29,5855.26,33.15,2739.16
21/04/2024,North America,Switch,Puzzle,Turbo Racer,222,41.81,9281.82,23.03,4169.16
21/04/2024,Asia,PS5,Action,Football Hero,799,51.27,40964.73,25.37,20694.1
21/04/2024,Asia,PS5,Simulation,Shadow Strike,577,77.38,44648.26,15.93,35456.65
22/04/2024,Asia,Xbox,Puzzle,FarmLife Sim,793,76.52,60680.36,18.93,45668.87
22/04/2024,Asia,Switch,Puzzle,StarBattle V,539,68.26,36792.14,35.31,17760.05
22/04/2024,Asia,PS5,Action,Shadow Strike,164,41.64,6828.96,32.37,1520.28
22/04/2024,Asia,Xbox,Sports,GoalMaster 24,848,59.79,50701.92,19.21,34411.84
22/04/2024,South America,Xbox,RPG,Football Hero,876,54,47304,35.62,16100.88
22/04/2024,Europe,PC,Racing,Turbo Racer,970,52.77,51186.9,20.99,30826.6
22/04/2024,Asia,Switch,Sports,Mech Arena,366,44.25,16195.5,18.06,9585.54
22/04/2024,Asia,PS5,Action,StarBattle V,715,67.88,48534.2,30.05,27048.45
22/04/2024,North America,Xbox,Puzzle,Final Combat,549,31.04,17040.96,22.39,4748.85
22/04/2024,North America,Switch,Racing,Mech Arena,218,34.15,7444.7,19.94,3097.78
22/04/2024,Europe,PS5,Adventure,Turbo Racer,418,58.98,24653.64,17.17,17476.58
22/04/2024,Europe,Switch,Sports,Galaxy Wars,772,72.53,55993.16,29.49,33226.88
22/04/2024,South America,PS5,Shooter,Fishing Frenzy,568,48.07,27303.76,20.67,15563.2
22/04/2024,Asia,Switch,Sports,Galaxy Wars,863,65.07,56155.41,27.4,32509.21
22/04/2024,Europe,Xbox,Sports,Mystic Legends,160,68.88,11020.8,40.28,4576
22/04/2024,North America,PS5,Simulation,Fishing Frenzy,101,34.96,3530.96,31.11,388.85
23/04/2024,Asia,PC,Shooter,Dragon Realms,221,38.06,8411.26,17.56,4530.5
23/04/2024,Asia,Switch,Puzzle,Galaxy Wars,585,57,33345,19.42,21984.3
23/04/2024,North America,Switch,Shooter,Mystic Legends,657,72.15,47402.55,34.02,25051.41
23/04/2024,Asia,PS5,Simulation,Dragon Realms,345,43.24,14917.8,44.14,-310.5
23/04/2024,Europe,PS5,Simulation,Mech Arena,504,44.88,22619.52,34.08,5443.2
23/04/2024,Asia,PS5,Sports,Shadow Strike,476,57.23,27241.48,41.47,7501.76
24/04/2024,Europe,PS5,Racing,Lost Odyssey,901,48.91,44067.91,16.22,29453.69
24/04/2024,South America,PC,RPG,Football Hero,938,33.62,31535.56,31.99,1528.94
24/04/2024,South America,PC,Sports,City Architect,473,63.19,29888.87,40.18,10883.73
24/04/2024,Europe,Switch,Adventure,Shadow Strike,491,34.95,17160.45,36.86,-937.81
24/04/2024,South America,Xbox,Racing,Dragon Realms,295,51.63,15230.85,28,6970.85
24/04/2024,North America,PC,Shooter,FarmLife Sim,708,62.2,44037.6,42.44,13990.08
24/04/2024,North America,Xbox,Puzzle,Fishing Frenzy,743,61.24,45501.32,24.59,27230.95
24/04/2024,North America,Xbox,Sports,Turbo Racer,653,67.99,44397.47,41.38,17376.33
24/04/2024,Europe,PS5,Adventure,Lost Odyssey,424,36.78,15594.72,19.76,7216.48
24/04/2024,North America,PS5,Racing,Galaxy Wars,527,38.39,20231.53,39.83,-758.88
24/04/2024,South America,Switch,Sports,Mech Arena,488,47.82,23336.16,36.16,5690.08
24/04/2024,North America,PS5,Adventure,Brain Blox,203,52.6,10677.8,32.44,4092.48
24/04/2024,North America,PC,Puzzle,FarmLife Sim,128,38.33,4906.24,43.42,-651.52
25/04/2024,North America,PC,Adventure,FarmLife Sim,629,78.32,49263.28,42.12,22769.8
25/04/2024,Asia,PC,Simulation,Turbo Racer,591,73.88,43663.08,23.61,29709.57
25/04/2024,Asia,PS5,Puzzle,Final Combat,476,71.7,34129.2,26.52,21505.68
25/04/2024,North America,PS5,Racing,Galaxy Wars,777,31.96,24832.92,31.31,505.05
25/04/2024,North America,Xbox,Simulation,Final Combat,679,33.98,23072.42,32.62,923.44
25/04/2024,South America,Switch,Simulation,Shadow Strike,136,46.6,6337.6,38.7,1074.4
26/04/2024,Asia,PC,Shooter,Mystic Legends,896,55.03,49306.88,33.74,19075.84
26/04/2024,North America,Switch,Simulation,Brain Blox,102,47.34,4828.68,17.49,3044.7
26/04/2024,South America,PS5,Simulation,Galaxy Wars,959,50.27,48208.93,24.81,24416.14
26/04/2024,South America,PS5,Action,Brain Blox,923,65.45,60410.35,30.66,32111.17
26/04/2024,North America,Xbox,Action,StarBattle V,80,52.83,4226.4,44.78,644
26/04/2024,North America,Xbox,Shooter,City Architect,389,36.25,14101.25,43.77,-2925.28
26/04/2024,North America,PC,Shooter,Turbo Racer,153,58.44,8941.32,18.44,6120
26/04/2024,South America,Switch,Sports,Shadow Strike,115,58.4,6716,22.2,4163
26/04/2024,South America,Switch,Puzzle,Mystic Legends,695,78.71,54703.45,20.49,40462.9
26/04/2024,Europe,PS5,Sports,GoalMaster 24,788,60.71,47839.48,34.91,20330.4
26/04/2024,North America,Switch,Action,Galaxy Wars,90,38.2,3438,25.37,1154.7
26/04/2024,South America,Xbox,Adventure,Final Combat,989,56.26,55641.14,42.7,13410.84
27/04/2024,North America,PC,Action,Brain Blox,574,56.85,32631.9,31.32,14654.22
27/04/2024,Asia,PS5,RPG,StarBattle V,432,66.6,28771.2,29.8,15897.6
27/04/2024,South America,Switch,Action,Dragon Realms,979,41.76,40883.04,22.01,19335.25
27/04/2024,North America,Xbox,Racing,Brain Blox,776,68.6,53233.6,32.34,28137.76
27/04/2024,Europe,PC,RPG,StarBattle V,540,31.99,17274.6,25.07,3736.8
27/04/2024,North America,Switch,Adventure,Shadow Strike,650,37.85,24602.5,31.7,3997.5
27/04/2024,North America,PC,Puzzle,City Architect,137,78.62,10770.94,18.81,8193.97
27/04/2024,Asia,Switch,Shooter,Final Combat,298,39.4,11741.2,19.87,5819.94
27/04/2024,Europe,PS5,Shooter,Turbo Racer,615,40.2,24723,27.93,7546.05
27/04/2024,Europe,Xbox,Action,Shadow Strike,688,78.99,54345.12,29.82,33828.96
27/04/2024,Asia,Xbox,Adventure,Lost Odyssey,916,46.61,42694.76,39.21,6778.4
27/04/2024,South America,PS5,Racing,Galaxy Wars,866,69.33,60039.78,34.52,30145.46
28/04/2024,North America,Xbox,RPG,Brain Blox,183,59.11,10817.13,28.83,5541.24
28/04/2024,North America,Xbox,Puzzle,Fishing Frenzy,220,48.32,10630.4,42.67,1243
28/04/2024,Asia,Xbox,Racing,Turbo Racer,227,47.73,10834.71,27.83,4517.3
28/04/2024,North America,PS5,Sports,Final Combat,374,47.1,17615.4,39.99,2659.14
29/04/2024,Asia,PS5,Action,Mystic Legends,555,48.16,26728.8,25.55,12548.55
29/04/2024,Asia,PC,Shooter,GoalMaster 24,481,74.61,35887.41,34.97,19066.84
29/04/2024,Europe,PC,Puzzle,City Architect,881,77.5,68277.5,27.27,44252.63
29/04/2024,Asia,PC,Shooter,FarmLife Sim,639,57.69,36863.91,15.02,27266.13
29/04/2024,South America,PC,Sports,Lost Odyssey,239,41.93,10021.27,29.21,3040.08
29/04/2024,South America,PS5,Adventure,GoalMaster 24,852,64.86,55260.72,17.17,40631.88
29/04/2024,Europe,PS5,Shooter,Brain Blox,234,64.64,15125.76,17.15,11112.66
29/04/2024,North America,Switch,Shooter,Galaxy Wars,710,64.66,45908.6,28.25,25851.1
30/04/2024,Asia,PC,Sports,Football Hero,659,32.63,21503.17,24.05,5654.22
30/04/2024,South America,PC,Sports,Football Hero,937,68.09,63800.33,18.41,46550.16
30/04/2024,South America,Xbox,Racing,City Architect,572,35.95,20563.4,38.72,-1584.44
30/04/2024,South America,Switch,Sports,Galaxy Wars,664,61.65,40935.6,24.62,24587.92
30/04/2024,Asia,Switch,Shooter,FarmLife Sim,641,61.49,39415.09,31.01,19537.68
01/05/2024,Europe,PS5,Simulation,Shadow Strike,817,63.7,52042.9,35.06,23398.88
01/05/2024,Asia,Switch,Shooter,Fishing Frenzy,459,37.82,17359.38,26.75,5081.13
01/05/2024,North America,PS5,Adventure,Lost Odyssey,695,31.98,22226.1,22.85,6345.35
01/05/2024,Europe,Switch,RPG,StarBattle V,939,71.33,66978.87,28.67,40057.74
01/05/2024,South America,Switch,Sports,StarBattle V,300,72.33,21699,30.86,12441
01/05/2024,North America,PC,Puzzle,Turbo Racer,314,64.74,20328.36,17.33,14886.74
01/05/2024,Asia,Switch,Adventure,Football Hero,63,53.19,3350.97,21.25,2012.22
01/05/2024,South America,Xbox,Shooter,Mech Arena,748,54.44,40721.12,38.24,12117.6
01/05/2024,South America,PC,Sports,Brain Blox,488,61.94,30226.72,16.2,22321.12
02/05/2024,South America,PS5,Simulation,FarmLife Sim,650,34.97,22730.5,34.97,0
02/05/2024,Asia,Xbox,RPG,Brain Blox,812,30.89,25082.68,35.02,-3353.56
02/05/2024,North America,Switch,Adventure,Shadow Strike,797,75.73,60356.81,38.4,29752.01
02/05/2024,Asia,Xbox,Adventure,Mech Arena,899,37.97,34135.03,28.11,8864.14
02/05/2024,North America,Xbox,Sports,City Architect,375,66.29,24858.75,25.96,15123.75
02/05/2024,North America,Switch,Sports,FarmLife Sim,206,72.82,15000.92,31.12,8590.2
02/05/2024,Asia,Switch,Puzzle,Brain Blox,435,38.61,16795.35,39.99,-600.3
02/05/2024,South America,Xbox,RPG,Dragon Realms,544,58.46,31802.24,25.37,18000.96
03/05/2024,South America,PS5,Adventure,FarmLife Sim,548,50.36,27597.28,34.28,8811.84
03/05/2024,South America,PC,Adventure,Shadow Strike,432,78.03,33708.96,42.28,15444
03/05/2024,South America,PC,Action,GoalMaster 24,376,47.66,17920.16,26.38,8001.28
03/05/2024,Europe,PC,Puzzle,Turbo Racer,525,43.83,23010.75,16.59,14301
03/05/2024,South America,PS5,Simulation,Mystic Legends,56,59.08,3308.48,29.84,1637.44
03/05/2024,Europe,Xbox,Shooter,Mystic Legends,615,51.51,31678.65,35.5,9846.15
03/05/2024,Asia,PS5,RPG,Brain Blox,578,78.33,45274.74,31.74,26929.02
04/05/2024,Europe,PC,Action,Shadow Strike,751,34.36,25804.36,34.52,-120.16
04/05/2024,North America,PC,Action,Fishing Frenzy,819,55.44,45405.36,29.31,21400.47
04/05/2024,Europe,Switch,Puzzle,Dragon Realms,541,42.92,23219.72,31.63,6107.89
05/05/2024,Europe,Switch,Sports,GoalMaster 24,468,71.74,33574.32,29.71,19670.04
05/05/2024,Asia,Xbox,Sports,Lost Odyssey,603,40.17,24222.51,23.07,10311.3
05/05/2024,South America,Xbox,Racing,Brain Blox,711,49.24,35009.64,30.82,13096.62
05/05/2024,North America,Switch,Simulation,Mech Arena,310,39.85,12353.5,40.78,-288.3
05/05/2024,North America,PS5,Action,Fishing Frenzy,502,48.54,24367.08,20.39,14131.3
05/05/2024,Asia,Switch,Sports,Shadow Strike,954,39.61,37787.94,31.1,8118.54
05/05/2024,Asia,Xbox,Racing,GoalMaster 24,416,79.3,32988.8,30.8,20176
05/05/2024,Europe,Xbox,Action,GoalMaster 24,470,60.51,28439.7,20.15,18969.2
06/05/2024,South America,Switch,Shooter,Galaxy Wars,723,72.4,52345.2,33.92,27821.04
06/05/2024,Europe,Switch,Racing,Lost Odyssey,273,72.66,19836.18,42.29,8291.01
06/05/2024,Europe,PS5,Simulation,Mystic Legends,232,43.47,10085.04,31.35,2811.84
06/05/2024,North America,PS5,Simulation,FarmLife Sim,889,43.74,38884.86,41.99,1555.75
06/05/2024,South America,Xbox,RPG,Mech Arena,907,46.63,42293.41,28.6,16353.21
07/05/2024,South America,Switch,RPG,Galaxy Wars,382,56.29,21502.78,29.49,10237.6
07/05/2024,North America,Xbox,Simulation,Shadow Strike,128,45.95,5881.6,32.41,1733.12
07/05/2024,South America,Xbox,Puzzle,Turbo Racer,115,32.72,3762.8,23.56,1053.4
07/05/2024,Asia,Switch,Racing,Mech Arena,715,68.43,48927.45,29.12,28106.65
07/05/2024,Asia,PC,Action,Fishing Frenzy,309,32.91,10169.19,23.74,2833.53
07/05/2024,Asia,Switch,Puzzle,Galaxy Wars,693,60.4,41857.2,27.45,22834.35
07/05/2024,Asia,PS5,Simulation,Dragon Realms,550,46.86,25773,18.85,15405.5
07/05/2024,Asia,Switch,Sports,Mech Arena,545,62.13,33860.85,26.37,19489.2
07/05/2024,South America,PS5,Adventure,Lost Odyssey,197,63.11,12432.67,29.12,6696.03
07/05/2024,Asia,Switch,Adventure,GoalMaster 24,587,39.19,23004.53,22.54,9773.55
07/05/2024,Asia,Switch,RPG,Mech Arena,376,48.93,18397.68,17.63,11768.8
08/05/2024,South America,PC,Adventure,StarBattle V,746,67.16,50101.36,36.49,22879.82
08/05/2024,South America,Xbox,Action,Turbo Racer,59,66.17,3904.03,22.6,2570.63
08/05/2024,South America,Switch,Shooter,GoalMaster 24,897,50.04,44885.88,22.11,25053.21
08/05/2024,Europe,Xbox,Adventure,FarmLife Sim,516,60.82,31383.12,32.17,14783.4
08/05/2024,North America,Switch,Racing,StarBattle V,290,59.03,17118.7,33.53,7395
08/05/2024,North America,PC,Simulation,Galaxy Wars,944,72.89,68808.16,19.67,50239.68
08/05/2024,Europe,PS5,RPG,Turbo Racer,680,41.35,28118,42.27,-625.6
08/05/2024,Europe,PC,Adventure,City Architect,612,54.27,33213.24,31.22,14106.6
08/05/2024,South America,Switch,Simulation,Football Hero,460,58.83,27061.8,20.73,17526
08/05/2024,Europe,Xbox,Action,Shadow Strike,734,52.28,38373.52,18.95,24464.22
08/05/2024,South America,Xbox,Racing,Mech Arena,529,51.58,27285.82,33.6,9511.42
09/05/2024,South America,PC,Simulation,City Architect,394,66.97,26386.18,29.26,14857.74
09/05/2024,North America,PS5,Racing,Lost Odyssey,988,50.89,50279.32,26.08,24512.28
09/05/2024,North America,PC,RPG,Final Combat,62,63.13,3914.06,17.34,2838.98
09/05/2024,North America,PS5,Sports,Dragon Realms,50,38.22,1911,32.91,265.5
09/05/2024,South America,Xbox,Adventure,GoalMaster 24,366,70.24,25707.84,16.91,19518.78
09/05/2024,Europe,PC,Racing,Lost Odyssey,95,57.31,5444.45,39.23,1717.6
09/05/2024,Europe,PC,Adventure,Brain Blox,927,45.89,42540.03,18.4,25483.23
09/05/2024,Asia,Switch,Sports,GoalMaster 24,278,72.62,20188.36,15.35,15921.06
09/05/2024,Asia,PC,Adventure,Final Combat,753,37.66,28357.98,21.7,12017.88
09/05/2024,Europe,Xbox,Puzzle,Football Hero,132,40.29,5318.28,18.51,2874.96
09/05/2024,Asia,PC,Puzzle,Lost Odyssey,139,47.14,6552.46,16.64,4239.5
09/05/2024,Asia,Switch,Action,Shadow Strike,316,60.03,18969.48,22.43,11881.6
09/05/2024,Europe,PS5,Sports,Shadow Strike,665,52.33,34799.45,35.09,11464.6
09/05/2024,Europe,PC,RPG,Lost Odyssey,648,65.67,42554.16,15.39,32581.44
10/05/2024,Asia,Switch,Shooter,Shadow Strike,408,65.03,26532.24,16.09,19967.52
10/05/2024,South America,PC,Simulation,Brain Blox,421,67.42,28383.82,23.04,18683.98
10/05/2024,South America,Switch,Action,City Architect,258,34.06,8787.48,28.55,1421.58
10/05/2024,Europe,Switch,Sports,FarmLife Sim,583,45.05,26264.15,33.64,6652.03
10/05/2024,Asia,Xbox,Action,Mystic Legends,166,57.85,9603.1,21.3,6067.3
10/05/2024,Europe,PC,RPG,Mystic Legends,230,76.76,17654.8,24.28,12070.4
10/05/2024,Europe,Xbox,Puzzle,Lost Odyssey,264,68.11,17981.04,37.81,7999.2
10/05/2024,North America,PS5,Simulation,Lost Odyssey,134,43.17,5784.78,35.31,1053.24
10/05/2024,North America,PS5,Puzzle,Lost Odyssey,767,51.67,39630.89,15.63,27642.68
10/05/2024,Europe,PS5,Action,Lost Odyssey,292,56.42,16474.64,30.08,7691.28
11/05/2024,Europe,Xbox,Simulation,Final Combat,880,31.61,27816.8,37.6,-5271.2
11/05/2024,South America,PC,Racing,Fishing Frenzy,238,31.94,7601.72,34.86,-694.96
11/05/2024,North America,PS5,Puzzle,Mystic Legends,670,61.43,41158.1,33.4,18780.1
11/05/2024,North America,Switch,Sports,Turbo Racer,547,61.12,33432.64,44.97,8834.05
11/05/2024,Europe,PS5,Adventure,Brain Blox,459,53.35,24487.65,34.91,8463.96
11/05/2024,South America,PC,Sports,Fishing Frenzy,92,46.38,4266.96,32.31,1294.44
11/05/2024,Europe,Switch,Puzzle,Fishing Frenzy,846,68.48,57934.08,36.44,27105.84
11/05/2024,South America,PC,Shooter,Lost Odyssey,92,53.75,4945,34.74,1748.92
11/05/2024,North America,PS5,Adventure,Mech Arena,203,39.41,8000.23,31.97,1510.32
12/05/2024,North America,PC,RPG,Fishing Frenzy,651,63.45,41305.95,27.08,23676.87
12/05/2024,Europe,Xbox,RPG,StarBattle V,423,36.65,15502.95,22.51,5981.22
12/05/2024,South America,Switch,Shooter,FarmLife Sim,128,51.79,6629.12,43.21,1098.24
12/05/2024,Europe,PC,Racing,Final Combat,391,55.67,21766.97,43.37,4809.3
12/05/2024,Asia,Xbox,Adventure,FarmLife Sim,84,36.3,3049.2,23.11,1107.96
12/05/2024,Europe,PC,Sports,FarmLife Sim,317,51.88,16445.96,36.61,4840.59
12/05/2024,North America,Xbox,Adventure,Final Combat,670,63.83,42766.1,19.42,29754.7
12/05/2024,Europe,Xbox,Action,Mech Arena,595,55.02,32736.9,32.78,13232.8
13/05/2024,South America,Xbox,Sports,StarBattle V,709,41.77,29614.93,36.04,4062.57
13/05/2024,North America,PC,Simulation,GoalMaster 24,807,75.55,60968.85,18.67,45902.16
13/05/2024,Europe,Xbox,Sports,Shadow Strike,260,54.16,14081.6,26.11,7293
13/05/2024,South America,PS5,RPG,Galaxy Wars,560,58.67,32855.2,23.97,19432
13/05/2024,North America,Xbox,RPG,Mystic Legends,361,56.64,20447.04,22.5,12324.54
13/05/2024,Asia,Switch,Sports,Lost Odyssey,670,76.41,51194.7,36.26,26900.5
13/05/2024,South America,PS5,Shooter,GoalMaster 24,595,30.84,18349.8,19.15,6955.55
13/05/2024,North America,PS5,Racing,Shadow Strike,712,78.77,56084.24,25.95,37607.84
13/05/2024,Europe,Xbox,Puzzle,StarBattle V,587,52.12,30594.44,26.2,15215.04
14/05/2024,Asia,Switch,Puzzle,Final Combat,987,36.71,36232.77,23.57,12969.18
14/05/2024,Europe,Xbox,Racing,City Architect,128,32.22,4124.16,29.89,298.24
14/05/2024,North America,Switch,Puzzle,Shadow Strike,551,67.11,36977.61,28.13,21477.98
14/05/2024,South America,Switch,Simulation,Mech Arena,996,58.21,57977.16,42.79,15358.32
14/05/2024,South America,PS5,Racing,Galaxy Wars,207,61.28,12684.96,31.84,6094.08
14/05/2024,Europe,Xbox,Simulation,Final Combat,220,39.9,8778,44.92,-1104.4
14/05/2024,South America,Switch,Racing,Shadow Strike,220,47.38,10423.6,19.1,6221.6
14/05/2024,Europe,Xbox,Shooter,GoalMaster 24,665,40.79,27125.35,16.66,16046.45
14/05/2024,Asia,PS5,Adventure,Galaxy Wars,476,52.76,25113.76,24.49,13456.52
15/05/2024,South America,Xbox,Sports,Shadow Strike,340,55.08,18727.2,18.39,12474.6
15/05/2024,Europe,Xbox,Sports,Final Combat,898,76.5,68697,17,53431
15/05/2024,Asia,Xbox,Action,Lost Odyssey,107,63.34,6777.38,21.77,4447.99
15/05/2024,North America,PC,Adventure,StarBattle V,124,61.39,7612.36,17.98,5382.84
15/05/2024,North America,Xbox,RPG,Turbo Racer,476,52.22,24856.72,17.68,16441.04
15/05/2024,South America,PS5,Puzzle,Turbo Racer,158,52.44,8285.52,41.44,1738
15/05/2024,South America,PC,Simulation,Brain Blox,589,64.57,38031.73,32.57,18848
16/05/2024,Europe,Switch,Racing,FarmLife Sim,989,48.33,47798.37,37.45,10760.32
16/05/2024,Asia,Xbox,Shooter,Football Hero,991,72.19,71540.29,18.53,53177.06
16/05/2024,Asia,Switch,Simulation,GoalMaster 24,958,34.24,32801.92,15.25,18192.42
16/05/2024,South America,PS5,Puzzle,Dragon Realms,927,71.59,66363.93,39.32,29914.29
16/05/2024,South America,Switch,Action,Fishing Frenzy,851,52.88,45000.88,35.25,15003.13
16/05/2024,North America,PS5,RPG,Mystic Legends,393,71.5,28099.5,15.25,22106.25
16/05/2024,North America,PC,Racing,Mech Arena,324,52.91,17142.84,38.78,4578.12
16/05/2024,South America,PC,Puzzle,FarmLife Sim,438,33.92,14856.96,23.59,4524.54
16/05/2024,Asia,PC,Action,Galaxy Wars,93,74.55,6933.15,24.48,4656.51
16/05/2024,South America,PS5,Shooter,City Architect,963,50.33,48467.79,20.05,29159.64
16/05/2024,South America,Switch,Sports,Shadow Strike,269,54.91,14770.79,34.02,5619.41
17/05/2024,Europe,Xbox,Simulation,GoalMaster 24,845,40.86,34526.7,25.79,12734.15
17/05/2024,North America,PS5,Shooter,City Architect,807,34.95,28204.65,25.91,7295.28
17/05/2024,North America,PC,Shooter,GoalMaster 24,437,45.18,19743.66,36.44,3819.38
17/05/2024,Asia,Xbox,Sports,City Architect,64,76.43,4891.52,28.28,3081.6
17/05/2024,North America,PS5,Shooter,Dragon Realms,118,42.77,5046.86,25.23,2069.72
17/05/2024,Asia,PS5,Action,Mystic Legends,389,73.34,28529.26,27.65,17773.41
18/05/2024,South America,Xbox,Shooter,City Architect,124,76.62,9500.88,28.49,5968.12
18/05/2024,Asia,PS5,RPG,Lost Odyssey,670,53.19,35637.3,23.35,19992.8
18/05/2024,North America,Switch,Adventure,Fishing Frenzy,160,77.65,12424,38.78,6219.2
19/05/2024,Europe,PS5,Shooter,Turbo Racer,671,74.25,49821.75,34.01,27001.04
19/05/2024,Europe,PS5,Simulation,Final Combat,377,54.28,20463.56,24.76,11129.04
19/05/2024,South America,PS5,Adventure,City Architect,228,60.15,13714.2,17.16,9801.72
19/05/2024,Asia,PC,Adventure,Shadow Strike,322,48.66,15668.52,27.78,6723.36
19/05/2024,Asia,PC,Simulation,Galaxy Wars,877,32.57,28563.89,21.46,9743.47
19/05/2024,North America,PC,Sports,Mystic Legends,655,52.31,34263.05,43.04,6071.85
19/05/2024,Asia,Xbox,Action,Football Hero,224,46.68,10456.32,32.39,3200.96
19/05/2024,North America,PC,RPG,Shadow Strike,537,36.35,19519.95,16.84,10476.87
20/05/2024,Europe,PC,Sports,Mech Arena,567,68.3,38726.1,38.14,17100.72
20/05/2024,Europe,Xbox,Puzzle,Mystic Legends,392,57.52,22547.84,35.78,8522.08
20/05/2024,South America,PS5,Adventure,Turbo Racer,712,71.71,51057.52,31.52,28615.28
20/05/2024,Europe,PC,Shooter,Football Hero,895,56.97,50988.15,24.77,28819
20/05/2024,North America,Switch,Sports,GoalMaster 24,762,51.37,39143.94,32.73,14203.68
20/05/2024,Europe,Xbox,Simulation,GoalMaster 24,761,34.42,26193.62,17.81,12640.21
20/05/2024,South America,Xbox,Adventure,Turbo Racer,201,46.47,9340.47,29.71,3368.76
20/05/2024,South America,PC,Sports,Galaxy Wars,578,55.59,32131.02,26.84,16617.5
20/05/2024,Asia,Switch,Racing,Turbo Racer,589,60.51,35640.39,29.51,18259
20/05/2024,Europe,Xbox,Action,City Architect,143,55.91,7995.13,27.45,4069.78
21/05/2024,Europe,Switch,Action,Mech Arena,799,42.9,34277.1,22.24,16507.34
21/05/2024,Asia,Switch,RPG,Shadow Strike,734,39.87,29264.58,25.02,10899.9
21/05/2024,South America,PC,Action,Lost Odyssey,785,52.55,41251.75,27.71,19499.4
21/05/2024,South America,PS5,Adventure,Final Combat,902,37.78,34077.56,35.34,2200.88
21/05/2024,Europe,Switch,Puzzle,Football Hero,119,59.67,7100.73,20.29,4686.22
21/05/2024,Europe,PC,Racing,Brain Blox,237,40.93,9700.41,21.96,4495.89
21/05/2024,South America,PC,Shooter,FarmLife Sim,954,74.66,71225.64,28.93,43626.42
22/05/2024,North America,Switch,Shooter,Shadow Strike,454,56.77,25773.58,38.99,8072.12
22/05/2024,Asia,Switch,Simulation,Brain Blox,892,63.31,56472.52,20.45,38231.12
22/05/2024,North America,Switch,Shooter,Shadow Strike,62,55.9,3465.8,35.94,1237.52
22/05/2024,Asia,PC,Action,Mech Arena,401,70.25,28170.25,41.12,11681.13
22/05/2024,North America,Xbox,Adventure,Turbo Racer,249,31.83,7925.67,25.69,1528.86
22/05/2024,Europe,PS5,Puzzle,City Architect,749,78.27,58624.23,26.83,38528.56
22/05/2024,South America,PS5,Racing,Fishing Frenzy,968,76.42,73974.56,24.3,50452.16
23/05/2024,Europe,PC,RPG,Final Combat,322,40.17,12934.74,19.56,6636.42
23/05/2024,Europe,Xbox,Adventure,GoalMaster 24,352,53.88,18965.76,32.77,7430.72
23/05/2024,Europe,Xbox,Simulation,FarmLife Sim,810,32.55,26365.5,20.6,9679.5
23/05/2024,South America,Xbox,Action,City Architect,942,69.13,65120.46,22.7,43737.06
23/05/2024,South America,PS5,Adventure,Mech Arena,899,67.58,60754.42,22.22,40778.64
23/05/2024,South America,PC,Simulation,Final Combat,472,68.08,32133.76,21.58,21948
23/05/2024,North America,Xbox,Sports,StarBattle V,821,63.85,52420.85,25.16,31764.49
23/05/2024,Asia,PS5,Puzzle,GoalMaster 24,78,52.27,4077.06,21.21,2422.68
23/05/2024,Europe,PC,Simulation,Turbo Racer,974,41.9,40810.6,22.97,18437.82
23/05/2024,Asia,Xbox,Shooter,FarmLife Sim,71,77.41,5496.11,20.01,4075.4
23/05/2024,Asia,PC,Shooter,Football Hero,529,58.77,31089.33,37.69,11151.32
23/05/2024,South America,Xbox,Adventure,Mech Arena,177,35.41,6267.57,28.15,1285.02
24/05/2024,North America,Xbox,Shooter,Football Hero,430,30.79,13239.7,30.74,21.5
24/05/2024,Asia,Switch,Adventure,Dragon Realms,123,33.23,4087.29,16.66,2038.11
24/05/2024,South America,Xbox,RPG,GoalMaster 24,540,70.63,38140.2,33.88,19845
24/05/2024,Asia,Switch,Racing,GoalMaster 24,862,71.93,62003.66,42.24,25592.78
24/05/2024,Asia,Xbox,Puzzle,Mech Arena,175,37.27,6522.25,22.95,2506
24/05/2024,Asia,PC,Action,Galaxy Wars,942,37.32,35155.44,30.06,6838.92
24/05/2024,Europe,PC,Shooter,Galaxy Wars,258,34.64,8937.12,43.13,-2190.42
24/05/2024,Europe,PC,Sports,Galaxy Wars,179,72.17,12918.43,41.92,5414.75
24/05/2024,Asia,Xbox,Simulation,FarmLife Sim,779,41.41,32258.39,21.92,15182.71
24/05/2024,Europe,Switch,Action,Galaxy Wars,433,33.49,14501.17,16.99,7144.5
24/05/2024,Asia,Switch,Action,Brain Blox,988,68.38,67559.44,17.36,50407.76
24/05/2024,North America,Xbox,Shooter,Turbo Racer,552,52.49,28974.48,32.97,10775.04
24/05/2024,North America,PC,Simulation,Brain Blox,977,44.45,43427.65,26.95,17097.5
25/05/2024,South America,PS5,Shooter,StarBattle V,874,71.37,62377.38,26.61,39120.24
25/05/2024,Asia,PC,Sports,StarBattle V,886,35.96,31860.56,26.16,8682.8
25/05/2024,North America,PC,Adventure,Shadow Strike,951,32.84,31230.84,37.16,-4108.32
25/05/2024,Europe,Xbox,Shooter,Turbo Racer,777,65.37,50792.49,20.75,34669.74
